timestep,policy,agent_id,food,coin,productivity,wealth,price,scarcity_ratio,alive_count,action,alive
12,random,4,3.408,19.747,0.998,53.278,9.838,3.7719,7,gather,True
12,random,5,1.934,23.031,0.98,42.062,9.838,3.7719,7,work,True
12,random,6,1.908,24.179,1.061,42.954,9.838,3.7719,7,work,True
13,random,0,2.682,11.504,0.854,38.326,10.0,4.5247,6,gather,True
13,random,2,4.21,28.765,1.106,70.861,10.0,4.5247,6,gather,True
13,random,3,2.542,7.352,0.902,32.772,10.0,4.5247,6,gather,True
13,random,4,2.408,21.024,0.998,45.108,10.0,4.5247,6,work,True
13,random,5,2.5,23.031,0.98,48.035,10.0,4.5247,6,gather,True
13,random,6,2.915,24.179,1.061,53.326,10.0,4.5247,6,gather,True
14,random,0,1.682,12.751,0.854,29.085,9.7099,3.731,6,work,True
14,random,2,3.21,29.6,1.106,60.764,9.7099,3.731,6,work,True
14,random,3,1.542,8.44,0.902,23.412,9.7099,3.731,6,work,True
14,random,4,1.408,22.314,0.998,35.99,9.7099,3.731,6,work,True
14,random,5,2.951,23.031,0.98,51.682,9.7099,3.731,6,gather,True
14,random,6,3.633,24.179,1.061,59.457,9.7099,3.731,6,gather,True
15,random,0,1.682,4.089,0.854,20.911,10.0,4.9845,6,work,True
15,random,2,2.21,30.695,1.106,52.791,10.0,4.9845,6,work,True
15,random,3,0.542,10.0,0.902,15.42,10.0,4.9845,6,work,True
15,random,4,0.408,23.234,0.998,27.318,10.0,4.9845,6,work,True
15,random,5,3.329,23.031,0.98,56.32,10.0,4.9845,6,gather,True
15,random,6,3.31,34.179,1.061,67.275,10.0,4.9845,6,gather,True
16,random,0,0.682,5.334,0.854,12.156,10.0,4.2877,4,work,True
16,random,2,1.21,31.538,1.106,43.634,10.0,4.2877,4,work,True
16,random,5,3.612,23.031,0.98,59.147,10.0,4.2877,4,gather,True
16,random,6,3.827,34.179,1.061,72.446,10.0,4.2877,4,gather,True
17,random,2,1.21,22.555,1.106,34.651,10.0,3.7182,3,work,True
17,random,5,3.044,33.031,0.98,63.475,10.0,3.7182,3,gather,True
17,random,6,2.827,34.906,1.061,63.172,10.0,3.7182,3,work,True
18,random,2,1.922,22.555,1.106,41.775,10.0,5.1462,3,gather,True
18,random,5,2.044,33.672,0.98,54.116,10.0,5.1462,3,work,True
18,random,6,1.827,35.688,1.061,53.954,10.0,5.1462,3,work,True
19,random,2,2.455,22.555,1.106,47.104,10.0,7.5186,3,gather,True
19,random,5,2.493,33.672,0.98,58.603,10.0,7.5186,3,gather,True
19,random,6,2.322,35.688,1.061,58.908,10.0,7.5186,3,gather,True
20,random,2,3.301,22.555,1.106,55.569,10.0,4.918,3,gather,True
20,random,5,2.941,33.672,0.98,63.085,10.0,4.918,3,gather,True
20,random,6,3.196,35.688,1.061,67.646,10.0,4.918,3,gather,True
21,random,2,2.301,23.579,1.106,42.596,8.2633,3.2616,3,work,True
21,random,5,1.941,34.476,0.98,50.517,8.2633,3.2616,3,work,True
21,random,6,3.746,35.688,1.061,66.645,8.2633,3.2616,3,gather,True
22,random,2,3.359,23.579,1.106,57.166,10.0,4.2092,3,gather,True
22,random,5,2.73,34.476,0.98,61.775,10.0,4.2092,3,gather,True
22,random,6,4.255,35.688,1.061,78.239,10.0,4.2092,3,gather,True
23,random,2,4.275,23.579,1.106,53.743,7.0565,2.8596,3,gather,True
23,random,5,1.73,35.093,0.98,47.3,7.0565,2.8596,3,work,True
23,random,6,5.038,35.688,1.061,71.236,7.0565,2.8596,3,gather,True
24,random,2,3.74,29.906,1.106,53.572,6.3275,2.6112,3,gather,True
24,random,5,1.73,29.44,0.98,40.386,6.3275,2.6112,3,work,True
24,random,6,5.377,35.688,1.061,69.714,6.3275,2.6112,3,gather,True
25,random,2,2.74,30.942,1.106,48.798,6.5165,2.676,3,work,True
